iter	Passed	Remaining
314	489	1064
315	490	1061
316	491	1058
317	492	1055
318	493	1052
319	494	1050
320	495	1047
321	496	1044
322	496	1041
323	497	1038
324	498	1036
325	499	1033
326	500	1030
327	501	1027
328	502	1024
329	503	1022
330	504	1019
331	505	1016
332	506	1013
333	507	1011
334	507	1008
335	508	1005
336	510	1003
337	511	1001
338	512	998
339	513	996
340	514	993
341	515	990
342	515	988
343	516	985
344	517	982
345	518	980
346	519	977
347	520	975
348	521	972
349	522	970
350	523	967
351	524	965
352	525	963
353	526	960
354	527	957
355	528	955
356	529	952
357	530	950
358	531	948
359	532	945
360	532	943
361	533	941
362	534	938
363	535	936
364	537	934
365	537	931
366	538	929
367	539	927
368	540	924
369	541	922
370	542	920
371	543	918
372	544	915
373	545	913
374	546	911
375	547	908
376	548	906
377	549	903
378	550	901
379	551	899
380	552	897
381	553	894
382	554	892
383	554	890
384	555	888
385	556	885
386	557	883
387	558	881
388	559	878
389	560	876
390	561	874
391	562	872
392	563	870
393	564	868
394	565	866
395	566	864
396	567	862
397	568	860
398	569	858
399	570	856
400	571	854
401	572	852
402	573	850
403	574	847
404	575	845
405	576	843
406	577	841
407	578	839
408	579	837
409	580	835
410	581	833
411	582	831
412	583	829
413	584	827
414	585	825
415	586	823
416	587	821
417	588	819
418	589	817
419	590	815
420	591	813
421	592	811
422	593	809
423	594	807
424	595	805
425	596	803
426	597	801
427	598	799
428	599	797
429	600	795
430	601	793
431	602	791
432	603	789
433	604	787
434	605	785
435	606	784
436	607	782
437	608	780
438	609	778
439	610	776
440	610	774
441	611	772
442	612	770
443	613	768
444	614	766
445	615	764
446	616	763
447	618	761
448	618	759
449	619	757
450	620	755
451	621	753
452	622	752
453	623	750
454	624	748
455	625	746
456	626	744
457	627	742
458	628	740
459	629	738
460	630	736
461	631	734
462	631	733
463	632	731
464	633	729
465	634	727
466	635	725
467	636	724
468	637	722
469	638	720
470	639	718
471	640	716
472	641	714
473	642	712
474	643	711
475	644	709
476	645	707
477	645	705
478	646	703
479	647	701
480	648	699
481	649	698
482	650	696
483	651	694
484	652	693
485	653	691
486	654	689
487	655	687
488	656	685
489	657	684
490	658	682
491	659	680
492	660	678
493	660	677
494	661	675
495	662	673
496	663	671
497	664	670
498	665	668
499	666	666
500	667	664
501	668	663
502	669	661
503	670	659
504	671	658
505	672	656
506	673	654
507	674	653
508	675	651
509	676	649
510	677	647
511	677	646
512	678	644
513	679	642
514	680	641
515	681	639
516	682	637
517	683	636
518	684	634
519	685	632
520	686	630
521	687	629
522	688	627
523	688	625
524	689	624
525	690	622
526	691	620
527	692	619
528	693	617
529	694	615
530	695	614
531	696	612
532	697	610
533	698	609
534	699	607
535	700	606
536	701	604
537	702	602
538	703	601
539	703	599
540	704	598
541	706	596
542	706	595
543	708	593
544	708	591
545	709	590
546	711	588
547	711	587
548	713	585
549	714	584
550	714	582
551	715	581
552	716	579
553	717	577
554	718	576
555	719	574
556	720	573
557	721	571
558	722	570
559	723	568
560	724	567
561	725	565
562	726	564
563	727	562
564	728	561
565	729	559
566	730	557
567	731	556
568	732	554
569	733	553
570	734	552
571	735	550
572	736	549
573	737	547
574	738	546
575	740	544
576	741	543
577	742	541
578	743	540
579	744	538
580	745	537
581	746	535
582	747	534
583	748	533
584	749	531
585	750	530
586	751	528
587	752	527
588	753	525
589	754	524
590	755	523
591	757	521
592	757	520
593	758	518
594	759	517
595	761	516
596	762	514
597	763	513
598	764	512
599	766	510
600	767	509
601	768	507
602	769	506
603	770	505
604	771	503
605	772	502
606	774	501
607	775	499
608	776	498
609	777	496
610	777	495
611	779	493
612	780	492
613	781	491
614	782	489
615	783	488
616	784	486
617	785	485
618	786	483
619	787	482
620	788	481
621	789	479
622	790	478
623	791	476
624	792	475
625	792	473
626	793	472
627	794	470
628	795	469
629	796	468
630	797	466
631	798	465
632	799	463
633	801	462
634	802	461
635	803	459
636	804	458
637	805	456
638	806	455
639	807	454
640	808	452
641	809	451
642	810	450
643	811	448
644	812	447
645	813	445
646	814	444
647	816	443
648	817	442
649	819	441
650	820	439
651	821	438
652	822	436
653	823	435
654	824	434
655	825	432
656	826	431
657	827	429
658	828	428
659	829	427
660	830	425
661	831	424
662	832	423
663	833	421
664	834	420
665	835	418
666	836	417
667	837	416
668	838	414
669	839	413
670	840	412
671	841	410
672	842	409
673	843	408
674	844	406
675	845	405
676	846	403
677	847	402
678	847	400
679	848	399
680	849	397
681	850	396
682	851	395
683	852	393
684	853	392
685	854	391
686	855	389
687	856	388
688	857	386
689	858	385
690	859	384
691	860	382
692	860	381
693	861	380
694	862	378
695	863	377
696	864	375
697	865	374
698	866	373
699	867	371
700	868	370
701	869	368
702	869	367
703	870	366
704	872	364
705	873	363
706	873	362
707	874	360
708	875	359
709	876	357
710	877	356
711	877	355
712	878	353
713	879	352
714	880	350
715	880	349
716	881	347
717	882	346
718	883	345
719	883	343
720	884	342
721	885	340
722	886	339
723	886	338
724	887	336
725	888	335
726	889	333
727	889	332
728	890	331
729	891	329
730	892	328
731	893	326
732	893	325
733	894	324
734	895	322
735	895	321
736	896	319
737	897	318
738	898	317
739	899	315
740	899	314
741	900	313
742	901	311
743	901	310
744	902	308
745	903	307
746	904	306
747	904	304
748	905	303
749	906	302
750	907	300
751	907	299
752	908	298
753	909	296
754	910	295
755	910	294
756	911	292
757	912	291
758	913	290
759	914	288
760	915	287
761	916	286
762	916	284
763	917	283
764	918	282
765	919	280
766	920	279
767	921	278
768	921	276
769	922	275
770	923	274
771	924	272
772	924	271
773	925	270
774	926	268
775	927	267
776	927	266
777	928	265
778	929	263
779	930	262
780	931	261
781	931	259
782	932	258
783	933	257
784	934	255
785	934	254
786	935	253
787	936	251
788	937	250
789	937	249
790	938	248
791	939	246
792	940	245
793	941	244
794	941	242
795	942	241
796	943	240
797	944	238
798	944	237
799	945	236
800	946	235
801	947	233
802	947	232
803	948	231
804	949	229
805	950	228
806	951	227
807	951	226
808	952	224
809	953	223
810	954	222
811	954	221
812	955	219
813	956	218
814	957	217
815	957	216
816	958	214
817	959	213
818	960	212
819	960	210
820	961	209
821	962	208
822	963	207
823	964	205
824	964	204
825	965	203
826	966	202
827	967	200
828	967	199
829	968	198
830	969	197
831	970	195
832	970	194
833	971	193
834	972	192
835	973	190
836	973	189
837	974	188
838	975	187
839	976	185
840	976	184
841	977	183
842	978	182
843	979	180
844	979	179
845	980	178
846	981	177
847	982	176
848	983	174
849	983	173
850	984	172
851	985	171
852	986	169
853	986	168
854	987	167
855	988	166
856	989	165
857	989	163
858	990	162
859	991	161
860	992	160
861	992	158
862	993	157
863	994	156
864	995	155
865	996	154
866	996	152
867	997	151
868	998	150
869	999	149
870	999	148
871	1000	146
872	1001	145
873	1002	144
874	1002	143
875	1003	142
876	1004	140
877	1005	139
878	1006	138
879	1006	137
880	1007	136
881	1008	134
882	1009	133
883	1009	132
884	1010	131
885	1011	130
886	1011	128
887	1012	127
888	1013	126
889	1014	125
890	1015	124
891	1015	122
892	1016	121
893	1017	120
894	1018	119
895	1018	118
896	1019	117
897	1020	115
898	1021	114
899	1021	113
900	1022	112
901	1023	111
902	1024	110
903	1025	108
904	1026	107
905	1026	106
906	1027	105
907	1028	104
908	1029	103
909	1029	101
910	1030	100
911	1031	99
912	1032	98
913	1032	97
914	1033	96
915	1034	94
916	1035	93
917	1035	92
918	1036	91
919	1037	90
920	1038	89
921	1039	87
922	1039	86
923	1040	85
924	1041	84
925	1042	83
926	1042	82
927	1043	80
928	1044	79
929	1045	78
930	1045	77
931	1046	76
932	1047	75
933	1047	74
934	1048	72
935	1049	71
936	1050	70
937	1051	69
938	1051	68
939	1052	67
940	1053	66
941	1054	64
942	1055	63
943	1056	62
944	1056	61
945	1057	60
946	1058	59
947	1059	58
948	1060	56
949	1061	55
950	1062	54
951	1063	53
952	1064	52
953	1064	51
954	1065	50
955	1066	49
956	1067	47
957	1068	46
958	1069	45
959	1070	44
960	1071	43
961	1072	42
962	1073	41
963	1074	40
964	1074	38
965	1075	37
966	1077	36
967	1078	35
968	1079	34
969	1080	33
970	1081	32
971	1082	31
972	1083	30
973	1084	28
974	1085	27
975	1086	26
976	1087	25
977	1088	24
978	1089	23
979	1090	22
980	1092	21
981	1093	20
982	1094	18
983	1095	17
984	1096	16
985	1097	15
986	1098	14
987	1100	13
988	1101	12
989	1102	11
990	1103	10
991	1104	8
992	1104	7
993	1106	6
994	1107	5
995	1108	4
996	1109	3
997	1110	2
998	1111	1
999	1112	0
