iter	Passed	Remaining
596	949	640
597	950	638
598	951	637
599	953	635
600	954	633
601	955	632
602	957	630
603	958	628
604	960	626
605	961	625
606	963	623
607	964	621
608	966	620
609	967	618
610	968	616
611	970	615
612	971	613
613	973	611
614	974	610
615	976	608
616	977	606
617	978	604
618	980	603
619	981	601
620	982	599
621	983	597
622	985	596
623	986	594
624	988	592
625	989	591
626	990	589
627	1011	599
628	1013	597
629	1014	595
630	1016	594
631	1018	592
632	1019	591
633	1021	589
634	1022	587
635	1024	586
636	1025	584
637	1027	582
638	1028	581
639	1030	579
640	1031	577
641	1033	576
642	1034	574
643	1036	572
644	1037	571
645	1039	569
646	1040	567
647	1042	566
648	1043	564
649	1045	562
650	1046	560
651	1048	559
652	1049	557
653	1050	555
654	1052	554
655	1054	552
656	1055	551
657	1056	549
658	1058	547
659	1059	545
660	1061	544
661	1062	542
662	1064	540
663	1065	539
664	1066	537
665	1068	535
666	1070	534
667	1071	532
668	1073	530
669	1074	529
670	1076	527
671	1078	526
672	1080	524
673	1081	523
674	1083	521
675	1085	520
676	1087	518
677	1088	517
678	1090	515
679	1092	514
680	1094	512
681	1096	511
682	1099	510
683	1101	508
684	1104	507
685	1106	506
686	1108	505
687	1111	504
688	1114	502
689	1115	501
690	1117	499
691	1119	498
692	1120	496
693	1123	495
694	1125	493
695	1128	492
696	1130	491
697	1131	489
698	1133	488
699	1135	486
700	1136	484
701	1139	483
702	1140	481
703	1142	480
704	1144	478
705	1145	477
706	1147	475
707	1149	473
708	1150	472
709	1151	470
710	1154	469
711	1155	467
712	1158	466
713	1160	464
714	1162	463
715	1163	461
716	1165	459
717	1167	458
718	1168	456
719	1170	455
720	1171	453
721	1173	451
722	1174	449
723	1175	448
724	1177	446
725	1178	444
726	1180	443
727	1181	441
728	1183	439
729	1184	438
730	1186	436
731	1188	434
732	1189	433
733	1190	431
734	1192	429
735	1193	428
736	1195	426
737	1196	424
738	1198	423
739	1199	421
740	1200	419
741	1202	418
742	1204	416
743	1205	414
744	1207	413
745	1208	411
746	1210	409
747	1211	408
748	1213	406
749	1214	404
750	1216	403
751	1218	401
752	1219	400
753	1221	398
754	1222	396
755	1224	395
756	1225	393
757	1227	391
758	1228	390
759	1230	388
760	1231	386
761	1233	385
762	1235	383
763	1236	382
764	1238	380
765	1239	378
766	1241	377
767	1243	375
768	1244	373
769	1246	372
770	1247	370
771	1249	368
772	1250	367
773	1252	365
774	1253	363
775	1255	362
776	1256	360
777	1258	359
778	1259	357
779	1261	355
780	1262	354
781	1264	352
782	1265	350
783	1267	349
784	1268	347
785	1270	345
786	1271	344
787	1273	342
788	1274	340
789	1276	339
790	1277	337
791	1279	335
792	1280	334
793	1282	332
794	1283	330
795	1284	329
796	1286	327
797	1287	326
798	1289	324
799	1291	322
800	1292	321
801	1293	319
802	1295	317
803	1297	316
804	1298	314
805	1300	313
806	1302	311
807	1304	309
808	1305	308
809	1307	306
810	1308	304
811	1309	303
812	1311	301
813	1313	300
814	1314	298
815	1316	296
816	1317	295
817	1319	293
818	1320	291
819	1321	290
820	1323	288
821	1325	286
822	1326	285
823	1328	283
824	1329	281
825	1331	280
826	1332	278
827	1334	277
828	1335	275
829	1337	273
830	1339	272
831	1341	270
832	1342	269
833	1345	267
834	1346	266
835	1348	264
836	1349	262
837	1351	261
838	1352	259
839	1354	257
840	1355	256
841	1357	254
842	1358	253
843	1360	251
844	1361	249
845	1363	248
846	1365	246
847	1366	244
848	1368	243
849	1369	241
850	1371	240
851	1372	238
852	1374	236
853	1375	235
854	1377	233
855	1379	232
856	1380	230
857	1382	228
858	1384	227
859	1385	225
860	1387	223
861	1388	222
862	1390	220
863	1391	219
864	1393	217
865	1395	215
866	1396	214
867	1397	212
868	1399	210
869	1401	209
870	1403	207
871	1404	206
872	1405	204
873	1407	202
874	1408	201
875	1410	199
876	1412	198
877	1413	196
878	1415	194
879	1416	193
880	1418	191
881	1420	190
882	1421	188
883	1422	186
884	1424	185
885	1425	183
886	1427	181
887	1428	180
888	1430	178
889	1431	176
890	1433	175
891	1434	173
892	1436	172
893	1438	170
894	1439	168
895	1441	167
896	1443	165
897	1445	164
898	1446	162
899	1448	160
900	1449	159
901	1451	157
902	1452	156
903	1454	154
904	1455	152
905	1456	151
906	1458	149
907	1459	147
908	1461	146
909	1462	144
910	1464	143
911	1465	141
912	1467	139
913	1468	138
914	1470	136
915	1471	134
916	1473	133
917	1474	131
918	1476	130
919	1477	128
920	1478	126
921	1480	125
922	1481	123
923	1483	122
924	1484	120
925	1486	118
926	1487	117
927	1489	115
928	1490	113
929	1492	112
930	1493	110
931	1495	109
932	1496	107
933	1498	105
934	1499	104
935	1501	102
936	1502	101
937	1504	99
938	1505	97
939	1507	96
940	1508	94
941	1509	92
942	1511	91
943	1512	89
944	1513	88
945	1515	86
946	1517	84
947	1521	83
948	1522	81
949	1524	80
950	1525	78
951	1527	77
952	1529	75
953	1531	73
954	1532	72
955	1534	70
956	1535	69
957	1537	67
958	1538	65
959	1540	64
960	1541	62
961	1542	60
962	1544	59
963	1545	57
964	1546	56
965	1547	54
966	1549	52
967	1550	51
968	1552	49
969	1553	48
970	1554	46
971	1556	44
972	1557	43
973	1558	41
974	1560	40
975	1561	38
976	1562	36
977	1563	35
978	1565	33
979	1566	31
980	1567	30
981	1569	28
982	1570	27
983	1571	25
984	1573	23
985	1574	22
986	1575	20
987	1576	19
988	1577	17
989	1579	15
990	1580	14
991	1582	12
992	1583	11
993	1584	9
994	1585	7
995	1587	6
996	1588	4
997	1589	3
998	1590	1
999	1592	0
